task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,-0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.021052631578947,0.923502331331665
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,-0.115789473684211,0.500609627166415
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.294736842105263,0.074025729257136
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.252631578947368,0.128413511170753
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.147368421052632,0.385857151315126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,-0.210526315789474,0.208628397813867
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,-0.326315789473684,0.046768936749895
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,-0.178947368421053,0.288378196376409
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.084210526315789,0.630798946258977
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),-0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,-0.084210526315789,0.630798946258977
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.0,1.0
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.326315789473684,0.046768936749895
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.547368421052632,0.000480575492058
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,-0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.105263157894737,0.542422144891093
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.052631578947368,0.773219474906322
