task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.305263157894737,0.063807884534182
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,-0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.115789473684211,0.500609627166415
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.105263157894737,0.542422144891093
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.4,0.013532373706902
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.442105263157895,0.005923797271372
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,-0.063157894736842,0.724636220527281
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,0.242105263157895,0.145844218364727
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.294736842105263,0.074025729257136
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.368421052631579,0.023734495644952
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.547368421052632,0.000480575492058
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,0.410526315789474,0.011101359934968
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.368421052631579,0.023734495644952
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.663157894736842,1.1598461045e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.263157894736842,0.112604127064797
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.336842105263158,0.039762136700688
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.294736842105263,0.074025729257136
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.589473684210526,0.00014216492338
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,-0.031578947368421,0.872841459863942
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.210526315789474,0.208628397813867
