task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,-0.168421052631579,0.31889648047195
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,-0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,-0.231578947368421,0.164976406363605
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.210526315789474,0.208628397813867
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,-0.252631578947368,0.128413511170753
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.042105263157895,0.822682885442167
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,-0.242105263157895,0.145844218364727
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,-0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,-0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,-0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.452631578947368,0.004748309856127
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,0.105263157894737,0.542422144891093
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.042105263157895,0.822682885442167
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.231578947368421,0.164976406363605
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.378947368421053,0.019784403106244
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.442105263157895,0.005923797271372
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.063157894736842,0.724636220527281
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.136842105263158,0.422250281828672
