task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.252631578947368,0.128413511170753
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.147368421052632,0.385857151315126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.168421052631579,0.31889648047195
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.210526315789474,0.208628397813867
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,-0.147368421052632,0.385857151315126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,0.147368421052632,0.385857151315126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.084210526315789,0.630798946258977
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.431578947368421,0.007345988192889
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.494736842105263,0.001839701225397
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,0.157894736842105,0.351394858173279
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.610526315789474,7.3219004164e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,-0.021052631578947,0.923502331331665
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.389473684210526,0.016406081268887
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.642105263157895,2.506940246e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.0,1.0
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.189473684210526,0.259839989318916
