task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.094736842105263,0.585858445978212
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.368421052631579,0.023734495644952
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.115789473684211,0.500609627166415
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.063157894736842,0.724636220527281
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.178947368421053,0.288378196376409
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.189473684210526,0.259839989318916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,-0.189473684210526,0.259839989318916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,-0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.252631578947368,0.128413511170753
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,-0.063157894736842,0.724636220527281
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.505263157894737,0.001427310648719
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.263157894736842,0.112604127064797
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.336842105263158,0.039762136700688
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.147368421052632,0.385857151315126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.157894736842105,0.351394858173279
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.105263157894737,0.542422144891093
