task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.294736842105263,0.074025729257136
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.063157894736842,0.724636220527281
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.221052631578947,0.185883042887091
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,-0.021052631578947,0.923502331331666
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.126315789473684,0.460523794438916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.168421052631579,0.31889648047195
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,-0.157894736842105,0.35139485817328
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,-0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.031578947368421,0.872841459863942
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.115789473684211,0.500609627166415
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),-0.168421052631579,0.31889648047195
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,-0.094736842105263,0.585858445978212
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.210526315789474,0.208628397813867
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.663157894736842,1.1598461045e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.252631578947368,0.128413511170753
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.28421052631579,0.085501715237152
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.273684210526316,0.098330218734756
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.2,0.233266557107126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.126315789473684,0.460523794438916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.189473684210526,0.259839989318916
