task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.389473684210526,0.016406081268887
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.726315789473684,8.33488927e-07
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.652631578947368,1.7153751869e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.642105263157895,2.506940246e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.557894736842105,0.000358995617041
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.568421052631579,0.000265944547735
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,0.48421052631579,0.002354944301336
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,0.48421052631579,0.002354944301336
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.357894736842105,0.028328627342292
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.442105263157895,0.005923797271372
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.68421052631579,5.104709679e-06
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,0.642105263157895,2.506940246e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.473684210526316,0.002994359116817
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.747368421052632,3.05210527e-07
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.547368421052632,0.000480575492058
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.505263157894737,0.001427310648719
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.48421052631579,0.002354944301336
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.673684210526316,7.745065863e-06
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.252631578947368,0.128413511170753
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.452631578947368,0.004748309856127
