task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.052631578947368,0.773219474906322
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.294736842105263,0.074025729257136
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.147368421052632,0.385857151315126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.010526315789474,0.974466902938874
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.252631578947368,0.128413511170753
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,-0.126315789473684,0.460523794438916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,0.2,0.233266557107126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,0.084210526315789,0.630798946258977
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.094736842105263,0.585858445978212
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.094736842105263,0.585858445978212
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.652631578947368,1.7153751869e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,-0.031578947368421,0.872841459863942
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.073684210526316,0.677108238647899
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.505263157894737,0.001427310648719
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.094736842105263,0.585858445978212
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.347368421052632,0.033643947242161
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.210526315789474,0.208628397813867
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,-0.094736842105263,0.585858445978212
