task_name,gold_standard_file,coverage,entity_name,kendalltau_correlation,kendalltau_pvalue
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Apple_Inc.,0.210526315789474,0.208628397813867
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Google,0.157894736842105,0.35139485817328
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Facebook,0.136842105263158,0.422250281828672
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Microsoft,0.105263157894737,0.542422144891093
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/IBM,0.094736842105263,0.585858445978212
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Angelina_Jolie,0.263157894736842,0.112604127064797
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Brad_Pitt,0.189473684210526,0.259839989318916
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Johnny_Depp,-0.210526315789474,0.208628397813867
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Jennifer_Aniston,0.115789473684211,0.500609627166415
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Leonardo_DiCaprio,0.147368421052632,0.385857151315126
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Grand_Theft_Auto_IV,0.421052631578947,0.009056382412965
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Quake_(video_game),0.526315789473684,0.000840830076306
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Deus_Ex,0.115789473684211,0.500609627166415
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Guitar_Hero_(video_game),0.410526315789474,0.011101359934968
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Max_Payne,0.621052631578947,5.1769624061e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Chuck_Norris,0.021052631578947,0.923502331331666
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Sopranos,0.305263157894737,0.063807884534182
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_A-Team,0.273684210526316,0.098330218734756
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Futurama,0.642105263157895,2.506940246e-05
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/The_Wire,0.0,1.0
EntityRelatedness,KORE,1.0,http://dbpedia.org/resource/Mad_Men,0.157894736842105,0.35139485817328
